Title,Genre,Second_Genre,Release_Year,Budget_Category,Revenue_Category,Runtime_Category,Rating_Category,Vote_Count_Category,Popularity_Category,Language,Production_Country,Main_Actor,Director
Spaceballs,Comedy,Science Fiction,1987.0,Medium,Low,Medium,Medium,Medium,High,en,United States of America,Mel Brooks,Mel Brooks
The Water Diviner,War,Drama,2014.0,Medium,Low,Medium,Medium,Low,Medium,en,Australia,Russell Crowe,Russell Crowe
Ghost,Fantasy,Drama,1990.0,Medium,High,Medium,Medium,Medium,High,en,United States of America,Patrick Swayze,Jerry Zucker
There's Something About Mary,Romance,Comedy,1998.0,Medium,High,Medium,Medium,Medium,High,en,United States of America,Cameron Diaz,Bobby Farrelly
The Santa Clause,Fantasy,Drama,1994.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Tim Allen,John Pasquin
The Rookie,Drama,Family,2002.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Dennis Quaid,John Lee Hancock
The Game Plan,Comedy,Family,2007.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Dwayne Johnson,Andy Fickman
The Bridges of Madison County,Drama,Romance,1995.0,Medium,Medium,Medium,High,Low,Medium,en,United States of America,Meryl Streep,Clint Eastwood
The Animal,Action,Comedy,2001.0,Medium,Medium,Short,Low,Low,Medium,en,United States of America,Rob Schneider,Luke Greenfield
Gandhi,Drama,History,1982.0,Medium,Medium,Long,High,Medium,High,en,India,Ben Kingsley,Richard Attenborough
The Net,Crime,Drama,1995.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Sandra Bullock,Irwin Winkler
Underworld,Fantasy,Action,2003.0,Medium,Medium,Medium,Medium,High,High,en,Germany,Kate Beckinsale,Len Wiseman
Derailed,Drama,Thriller,2005.0,Medium,Medium,Medium,Medium,Low,Medium,en,United Kingdom,Clive Owen,Mikael Håfström
The Informant!,Drama,Comedy,2009.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Matt Damon,Steven Soderbergh
Shadowlands,Drama,Romance,1993.0,Medium,Low,Medium,Medium,Low,Low,en,United Kingdom,Anthony Hopkins,Richard Attenborough
Saving Silverman,Comedy,Crime,2001.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Jason Biggs,Dennis Dugan
Diary of a Wimpy Kid: Dog Days,Comedy,Family,2012.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Zachary Gordon,David Bowers
Summer of Sam,Thriller,Drama,1999.0,Low,Low,Long,Medium,Low,Low,en,United States of America,John Leguizamo,Spike Lee
The Glass House,Drama,Thriller,2001.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Leelee Sobieski,Daniel Sackheim
"Hail, Caesar!",Comedy,Drama,2016.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,Josh Brolin,Joel Coen
Josie and the Pussycats,Comedy,Music,2001.0,Medium,Low,Medium,Medium,Low,Low,en,Canada,Rachael Leigh Cook,Deborah Kaplan
Homefront,Action,Thriller,2013.0,Medium,Low,Medium,Medium,Medium,High,en,United States of America,Jason Statham,Gary Fleder
The Little Vampire,Family,Horror,2000.0,Medium,Low,Medium,Medium,Low,Low,en,Germany,Richard E. Grant,Uli Edel
I Heart Huckabees,Comedy,Romance,2004.0,Medium,Low,Medium,Medium,Low,Medium,en,Germany,Jason Schwartzman,David O. Russell
RoboCop 3,Action,Adventure,1993.0,Medium,Low,Medium,Low,Low,Medium,en,United States of America,Robert John Burke,Fred Dekker
Megiddo: The Omega Code 2,Action,Science Fiction,2001.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Michael York,Brian Trenchard-Smith
Darling Lili,Drama,Comedy,1970.0,Low,Low,Medium,Low,Low,Low,en,United States of America,Julie Andrews,Blake Edwards
Dudley Do-Right,Comedy,Family,1999.0,Medium,Low,Short,Low,Low,Low,en,United States of America,Brendan Fraser,Hugh Wilson
The Transporter Refueled,Thriller,Action,2015.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Belgium,Ed Skrein,Camille Delamarre
The Libertine,Drama,Romance,2004.0,Low,Low,Medium,Medium,Low,Low,en,United Kingdom,Johnny Depp,Laurence Dunmore
Black Book,Drama,Thriller,2006.0,Medium,Low,Long,High,Low,Medium,nl,Netherlands,Carice van Houten,Paul Verhoeven
Joyeux Noël,Romance,Drama,2005.0,Medium,Low,Medium,High,Low,Medium,fr,Belgium,Diane Kruger,Christian Carion
Hit & Run,Action,Comedy,2012.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Kristen Bell,Dax Shepard
Mad Money,Action,Comedy,2008.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Diane Keaton,Callie Khouri
Before I Go to Sleep,Mystery,Thriller,2014.0,Medium,Low,Medium,Medium,Medium,High,en,France,Nicole Kidman,Rowan Joffe
Sorcerer,Action,Thriller,1977.0,Medium,Low,Medium,High,Low,Low,en,United States of America,Roy Scheider,William Friedkin
Moliere,Romance,Drama,2007.0,Low,Low,Medium,Medium,Low,Low,fr,France,Romain Duris,Laurent Tirard
Out of the Furnace,Thriller,Drama,2013.0,Medium,Low,Medium,Medium,Medium,Medium,en,United States of America,Christian Bale,Scott Cooper
Michael Clayton,Drama,Mystery,2007.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,George Clooney,Tony Gilroy
My Fellow Americans,Comedy,Drama,1996.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jack Lemmon,Peter Segal
Arlington Road,Drama,Thriller,1999.0,Medium,Low,Medium,High,Low,Medium,en,United States of America,Jeff Bridges,Mark Pellington
Underdogs,Animation,Adventure,2013.0,Medium,Low,Medium,Medium,Low,Medium,es,Argentina,Juan José Campanella,Juan José Campanella
To Rome with Love,Romance,Comedy,2012.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Italy,Ellen Page,Woody Allen
Firefox,Science Fiction,Action,1982.0,Medium,Medium,Medium,Medium,Low,Low,en,United States of America,Clint Eastwood,Clint Eastwood
"South Park: Bigger, Longer & Uncut",Animation,Comedy,1999.0,Medium,Low,Short,High,Medium,Medium,en,United States of America,Trey Parker,Trey Parker
Death at a Funeral,Comedy,Drama,2007.0,Low,Low,Medium,Medium,Low,Medium,en,United Kingdom,Matthew Macfadyen,Frank Oz
Teenage Mutant Ninja Turtles III,Action,Adventure,1993.0,Medium,Low,Medium,Medium,Low,Medium,en,Hong Kong,Paige Turco,Stuart Gillard
Hardball,Comedy,Romance,2001.0,Medium,Low,Medium,Medium,Low,Low,en,Germany,Keanu Reeves,Brian Robbins
Silver Linings Playbook,Drama,Comedy,2012.0,Medium,Medium,Medium,Medium,High,High,en,United States of America,Bradley Cooper,David O. Russell
Freedom Writers,Crime,Drama,2007.0,Medium,Low,Medium,High,Low,Medium,en,Germany,Hilary Swank,Richard LaGravenese
The Transporter,Action,Crime,2002.0,Medium,Low,Medium,Medium,Medium,High,en,United States of America,Jason Statham,Louis Leterrier
Never Back Down,Drama,Action,2008.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Sean Faris,Jeff Wadlow
The Rage: Carrie 2,Horror,Thriller,1999.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Emily Bergl,Katt Shea
Away We Go,Drama,Comedy,2009.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,John Krasinski,Sam Mendes
Swing Vote,Drama,Comedy,2008.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Kevin Costner,Joshua Michael Stern
Moonlight Mile,Romance,Drama,2002.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Jake Gyllenhaal,Brad Silberling
Tinker Tailor Soldier Spy,Drama,Thriller,2011.0,Medium,Low,Medium,Medium,Medium,High,en,France,John Hurt,Tomas Alfredson
Molly,Drama,Comedy,1999.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Elisabeth Shue,John Duigan
eXistenZ,Action,Thriller,1999.0,Medium,Low,Medium,Medium,Low,Medium,en,Canada,Jennifer Jason Leigh,David Cronenberg
Raiders of the Lost Ark,Adventure,Action,1981.0,Medium,High,Medium,High,High,High,en,United States of America,Harrison Ford,Steven Spielberg
Home Alone 2: Lost in New York,Comedy,Family,1992.0,Medium,High,Medium,Medium,High,High,en,United States of America,Macaulay Culkin,Chris Columbus
Close Encounters of the Third Kind,Science Fiction,Drama,1977.0,Medium,High,Medium,High,Medium,High,en,United States of America,Richard Dreyfuss,Steven Spielberg
Pulse,Horror,Thriller,2006.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Kristen Bell,Jim Sonzero
Beverly Hills Cop II,Action,Comedy,1987.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Eddie Murphy,Tony Scott
The Silence of the Lambs,Crime,Drama,1991.0,Medium,Medium,Medium,High,High,Medium,en,United States of America,Jodie Foster,Jonathan Demme
Wayne's World,Music,Comedy,1992.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Mike Myers,Penelope Spheeris
Jackass 3D,Comedy,Documentary,2010.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Johnny Knoxville,Jeff Tremaine
Jaws 2,Horror,Thriller,1978.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Roy Scheider,Jeannot Szwarc
Beverly Hills Chihuahua,Adventure,Comedy,2008.0,Medium,Medium,Medium,Low,Low,Medium,en,United States of America,Drew Barrymore,Raja Gosnell
The Conjuring,Horror,Thriller,2013.0,Medium,High,Medium,High,High,High,en,United States of America,Patrick Wilson,James Wan
Are We There Yet?,Adventure,Comedy,2005.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Ice Cube,Brian Levant
School of Rock,Comedy,Music,2003.0,Medium,Medium,Medium,Medium,Medium,High,en,Germany,Jack Black,Richard Linklater
Mortal Kombat,Action,Fantasy,1995.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Christopher Lambert,Paul W.S. Anderson
The Descendants,Comedy,Drama,2011.0,Medium,Medium,Medium,Medium,Medium,High,en,United States of America,George Clooney,Alexander Payne
Holes,Adventure,Family,2003.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Sigourney Weaver,Andrew Davis
The Last Song,Drama,Family,2010.0,Low,Low,Medium,Medium,Medium,Medium,en,United States of America,Miley Cyrus,Julie Anne Robinson
12 Years a Slave,Drama,History,2013.0,Medium,Medium,Medium,High,High,High,en,United States of America,Chiwetel Ejiofor,Steve McQueen
Drumline,Drama,Romance,2002.0,Medium,Medium,Medium,Medium,Low,Low,en,United States of America,Nick Cannon,Charles Stone III
Why Did I Get Married Too?,Comedy,Romance,2010.0,Medium,Medium,Medium,Medium,Low,Low,en,United States of America,Tyler Perry,Tyler Perry
Edward Scissorhands,Fantasy,Drama,1990.0,Medium,Medium,Medium,High,High,High,en,United States of America,Johnny Depp,Tim Burton
Me Before You,Drama,Romance,2016.0,Medium,Medium,Medium,High,High,High,en,United States of America,Emilia Clarke,Thea Sharrock
Madea's Witness Protection,Drama,Comedy,2012.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Tyler Perry,Tyler Perry
The French Connection,Action,Crime,1971.0,Low,Low,Medium,High,Low,Medium,en,United States of America,Gene Hackman,William Friedkin
Return to Never Land,Adventure,Fantasy,2002.0,Medium,Medium,Short,Medium,Low,Medium,en,Australia,Harriet Owen,Robin Budd
Selma,History,Drama,2014.0,Medium,Medium,Medium,High,Medium,Medium,en,United Kingdom,David Oyelowo,Ava DuVernay
The Jungle Book 2,Family,Animation,2003.0,Medium,Medium,Short,Medium,Low,Medium,en,Australia,John Goodman,Steve Trenbirth
Boogeyman,Thriller,Horror,2005.0,Medium,Medium,Short,Low,Low,Medium,en,United States of America,Emily Deschanel,Stephen T. Kay
Premonition,Thriller,Drama,2007.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Sandra Bullock,Mennan Yapo
The Tigger Movie,Animation,Family,2000.0,Medium,Low,Short,Medium,Low,Low,en,United States of America,Jim Cummings,Jun Falkenstein
Orphan,Horror,Thriller,2009.0,Medium,Low,Medium,Medium,Medium,Medium,en,Canada,Vera Farmiga,Jaume Collet-Serra
Max,Adventure,Drama,2015.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Thomas Haden Church,Boaz Yakin
Epic Movie,Action,Adventure,2007.0,Medium,Medium,Short,Low,Low,Low,en,United States of America,Kal Penn,Jason Friedberg
Spotlight,Drama,Thriller,2015.0,Medium,Medium,Medium,High,High,High,en,Canada,Mark Ruffalo,Tom McCarthy
Lakeview Terrace,Drama,Crime,2008.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Samuel L. Jackson,Neil LaBute
The Grudge 2,Horror,Thriller,2006.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Sarah Michelle Gellar,Takashi Shimizu
How Stella Got Her Groove Back,Comedy,Drama,1998.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Angela Bassett,Kevin Rodney Sullivan
Bill & Ted's Bogus Journey,Adventure,Comedy,1991.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Keanu Reeves,Peter Hewitt
Man of the Year,Comedy,Drama,2006.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Robin Williams,Barry Levinson
The Black Hole,Adventure,Family,1979.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Maximilian Schell,Gary Nelson
The American,Crime,Drama,2010.0,Medium,Medium,Medium,Medium,Low,Medium,en,United Kingdom,George Clooney,Anton Corbijn
Vampires Suck,Horror,Comedy,2010.0,Medium,Medium,Short,Low,Low,Medium,en,United States of America,Chris Riggi,Jason Friedberg
This Is Where I Leave You,Drama,Comedy,2014.0,Medium,Low,Medium,Medium,Medium,Medium,en,United States of America,Jason Bateman,Shawn Levy
Doubt,Drama,Mystery,2008.0,Medium,Medium,Medium,High,Low,Medium,en,United States of America,Meryl Streep,John Patrick Shanley
Team America: World Police,Music,Adventure,2004.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Germany,Trey Parker,Trey Parker
Texas Chainsaw 3D,Horror,Thriller,2013.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Alexandra Daddario,John Luessenhop
Copycat,Drama,Thriller,1995.0,Low,Low,Medium,Medium,Low,Medium,en,United States of America,Sigourney Weaver,Jon Amiel
Paint Your Wagon,Drama,Action,1969.0,Medium,Low,Long,Medium,Low,Low,en,United States of America,Lee Marvin,Joshua Logan
Milk,History,Drama,2008.0,Medium,Medium,Medium,High,Medium,High,en,United States of America,Sean Penn,Gus Van Sant
Ghost Ship,Horror,Mystery,2002.0,Medium,Medium,Medium,Medium,Medium,Medium,en,Australia,Gabriel Byrne,Steve Beck
Wild Things,Crime,Drama,1998.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Matt Dillon,John McNaughton
The Stepfather,Horror,Thriller,2009.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Dylan Walsh,Nelson McCormick
The Debt,Drama,Thriller,2010.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Helen Mirren,John Madden
High Fidelity,Comedy,Drama,2000.0,Medium,Low,Medium,High,Medium,Medium,en,United Kingdom,John Cusack,Stephen Frears
One Missed Call,Horror,Mystery,2008.0,Medium,Low,Short,Low,Low,Medium,en,Germany,Shannyn Sossamon,Eric Valette
Eye for an Eye,Drama,Thriller,1996.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Sally Field,John Schlesinger
The Bank Job,Thriller,Crime,2008.0,Medium,Medium,Medium,Medium,Medium,High,en,Australia,Jason Statham,Roger Donaldson
Eternal Sunshine of the Spotless Mind,Science Fiction,Drama,2004.0,Medium,Medium,Medium,High,High,High,en,United States of America,Jim Carrey,Michel Gondry
You Again,Comedy,Romance,2010.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Kristen Bell,Andy Fickman
Street Kings,Action,Crime,2008.0,Medium,Medium,Medium,Medium,Low,Medium,en,United States of America,Keanu Reeves,David Ayer
The World's End,Comedy,Action,2013.0,Medium,Low,Medium,Medium,Medium,High,en,United Kingdom,Simon Pegg,Edgar Wright
Nancy Drew,Action,Adventure,2007.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Emma Roberts,Andrew Fleming
Daybreakers,Fantasy,Horror,2009.0,Medium,Medium,Medium,Medium,Medium,Medium,en,United States of America,Ethan Hawke,Michael Spierig
She's Out of My League,Comedy,Romance,2010.0,Medium,Low,Medium,Medium,Medium,Medium,en,United States of America,Alice Eve,Jim Field Smith
Monte Carlo,Adventure,Comedy,2011.0,Medium,Low,Medium,Medium,Medium,Medium,en,Hungary,Selena Gomez,Thomas Bezucha
Stay Alive,Horror,Thriller,2006.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jon Foster,William Brent Bell
Quigley Down Under,Romance,Action,1990.0,Low,Low,Medium,Medium,Low,Medium,en,Australia,Tom Selleck,Simon Wincer
Alpha and Omega,Family,Animation,2010.0,Medium,Low,Short,Medium,Low,Medium,en,United States of America,Hayden Panettiere,Ben Gluck
The Covenant,Action,Adventure,2006.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Steven Strait,Renny Harlin
Stick It,Comedy,Drama,2006.0,Low,Low,Medium,Medium,Low,Low,en,Germany,Jeff Bridges,Jessica Bendinger
Shorts,Comedy,Family,2009.0,Medium,Low,Short,Medium,Low,Low,en,United Arab Emirates,Jimmy Bennett,Robert Rodriguez
To Die For,Fantasy,Drama,1995.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Nicole Kidman,Gus Van Sant
Nerve,Mystery,Adventure,2016.0,Medium,Medium,Medium,High,High,High,en,United States of America,Emma Roberts,Henry Joost
Appaloosa,Drama,Western,2008.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Viggo Mortensen,Ed Harris
Vampires,Action,Drama,1998.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,James Woods,John Carpenter
Psycho,Drama,Horror,1960.0,Low,Low,Medium,High,High,High,en,United States of America,Anthony Perkins,Alfred Hitchcock
My Best Friend's Girl,Romance,Comedy,2008.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Dane Cook,Howard Deutch
Endless Love,Drama,Romance,2014.0,Medium,Low,Medium,Medium,Medium,Medium,en,United States of America,Alex Pettyfer,Shana Feste
Georgia Rule,Comedy,Drama,2007.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Jane Fonda,Garry Marshall
Ladyhawke,Adventure,Drama,1985.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Matthew Broderick,Richard Donner
Simon Birch,Comedy,Drama,1998.0,Medium,Low,Medium,Medium,Low,Medium,en,United States of America,Jim Carrey,Mark Steven Johnson
Into the Wild,Adventure,Drama,2007.0,Medium,Medium,Long,High,High,High,en,United States of America,Emile Hirsch,Sean Penn
School for Scoundrels,Comedy,Drama,2006.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Billy Bob Thornton,Todd Phillips
Silent Hill: Revelation 3D,Thriller,Horror,2012.0,Medium,Medium,Medium,Medium,Low,Medium,en,France,Adelaide Clemens,Michael J. Bassett
From Dusk Till Dawn,Horror,Action,1996.0,Medium,Low,Medium,Medium,Medium,High,en,United States of America,George Clooney,Robert Rodriguez
Pooh's Heffalump Movie,Animation,Family,2005.0,Low,Low,Short,Medium,Low,Low,en,United States of America,Jim Cummings,Frank Nissen
Home for the Holidays,Comedy,Drama,1995.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Holly Hunter,Jodie Foster
Kung Fu Hustle,Action,Comedy,2004.0,Medium,Medium,Medium,High,Medium,Medium,cn,China,Stephen Chow,Stephen Chow
The Country Bears,Adventure,Comedy,2002.0,Medium,Low,Short,Low,Low,Low,en,United States of America,Haley Joel Osment,Peter Hastings
21 Grams,Drama,Crime,2003.0,Medium,Medium,Medium,High,Medium,High,en,United States of America,Sean Penn,Alejandro González Iñárritu
Paparazzi,Action,Drama,2004.0,Medium,Low,Short,Medium,Low,Low,en,United States of America,Cole Hauser,Paul Abascal
A Guy Thing,Comedy,Romance,2003.0,Medium,Low,Medium,Medium,Low,Low,en,United States of America,Jason Lee,Chris Koch
Loser,Drama,Comedy,2000.0,Low,Low,Medium,Medium,Low,Low,en,United States of America,Jason Biggs,Amy Heckerling
The Greatest Story Ever Told,Drama,History,1965.0,Medium,Low,Long,Medium,Low,Low,en,United States of America,Max von Sydow,George Stevens
Secret in Their Eyes,Crime,Drama,2015.0,Medium,Low,Medium,Medium,Low,Medium,en,Spain,Chiwetel Ejiofor,Billy Ray
Disaster Movie,Action,Comedy,2008.0,Medium,Low,Short,Low,Low,Medium,en,United States of America,Matt Lanter,Jason Friedberg
